,state,county,expense.rent,pop
54257,SC,Berkeley County,10397.7142781554,177843
54287,SC,Charleston County,10397.7142781554,350209
54302,SC,Cherokee County,5165.71427815536,55342
54317,SC,Chester County,5141.71427815536,33140
54332,SC,Chesterfield County,6005.71427815536,46734
54347,SC,Clarendon County,5717.71427815536,34971
54362,SC,Colleton County,6545.71427815536,38892
54377,SC,Darlington County,5825.71427815536,68681
54392,SC,Dillon County,5897.71427815536,32062
54407,SC,Dorchester County,10397.7142781554,136555
54422,SC,Edgefield County,7157.71427815536,26985
54452,SC,Florence County,6053.71427815536,136885
54467,SC,Georgetown County,6065.71427815536,60158
54482,SC,Greenville County,7853.71427815536,451225
54497,SC,Greenwood County,5717.71427815536,69661
54527,SC,Horry County,8357.71427815536,269291
54557,SC,Kershaw County,6593.71427815536,61697
54572,SC,Lancaster County,6305.71427815536,76652
54587,SC,Laurens County,5501.71427815536,66537
54617,SC,Lexington County,8849.71427815536,262391
54647,SC,Marion County,6005.71427815536,33062
54662,SC,Marlboro County,5393.71427815536,28933
54677,SC,Newberry County,5573.71427815536,37508
54692,SC,Oconee County,5093.71427815536,74273
54707,SC,Orangeburg County,5369.71427815536,92501
54722,SC,Pickens County,7853.71427815536,119224
54737,SC,Richland County,8849.71427815536,384504
54767,SC,Spartanburg County,6377.71427815536,284307
54782,SC,Sumter County,6257.71427815536,107456
54797,SC,Union County,5033.71427815536,28961
54812,SC,Williamsburg County,5081.71427815536,34423
54827,SC,York County,9557.71427815536,226073
54902,SD,Brookings County,6233.71427815536,31965
54917,SD,Brown County,5549.71427815536,36531
55037,SD,Codington County,5549.71427815536,27227
55442,SD,Lincoln County,7373.71427815536,44828
55517,SD,Meade County,5837.71427815536,25434
55562,SD,Minnehaha County,7373.71427815536,169468
55607,SD,Pennington County,6845.71427815536,100948
55832,TN,Anderson County,7169.71427815536,75129
55847,TN,Bedford County,5489.71427815536,45058
55892,TN,Blount County,7169.71427815536,123010
55907,TN,Bradley County,6041.71427815536,98963
55922,TN,Campbell County,4409.71427815536,40716
55952,TN,Carroll County,4949.71427815536,28522
55967,TN,Carter County,5417.71427815536,57424
55982,TN,Cheatham County,9725.71427815536,39105
56012,TN,Claiborne County,4637.71427815536,32213
56042,TN,Cocke County,4409.71427815536,35662
56057,TN,Coffee County,4973.71427815536,52796
56087,TN,Cumberland County,4637.71427815536,56053
56102,TN,Davidson County,9725.71427815536,626681
56147,TN,Dickson County,9725.71427815536,49666
56162,TN,Dyer County,4613.71427815536,38335
56177,TN,Fayette County,7697.71427815536,38413
56207,TN,Franklin County,4409.71427815536,41052
56222,TN,Gibson County,5297.71427815536,49683
56237,TN,Giles County,5285.71427815536,29485
56267,TN,Greene County,4493.71427815536,68831
56297,TN,Hamblen County,5321.71427815536,62544
56312,TN,Hamilton County,7121.71427815536,336463
56342,TN,Hardeman County,4409.71427815536,27253
56357,TN,Hardin County,5129.71427815536,26026
56372,TN,Hawkins County,5141.71427815536,56833
56402,TN,Henderson County,4757.71427815536,27769
56417,TN,Henry County,4601.71427815536,32330
56492,TN,Jefferson County,5321.71427815536,51407
56522,TN,Knox County,7169.71427815536,432226
56552,TN,Lauderdale County,5009.71427815536,27815
56567,TN,Lawrence County,4889.71427815536,41869
56597,TN,Lincoln County,4649.71427815536,33361
56612,TN,Loudon County,7169.71427815536,48556
56672,TN,Madison County,6401.71427815536,98294
56687,TN,Marion County,7121.71427815536,28237
56702,TN,Marshall County,5249.71427815536,30617
56717,TN,Maury County,7505.71427815536,80956
56627,TN,McMinn County,5285.71427815536,52266
56642,TN,McNairy County,4409.71427815536,26075
56747,TN,Monroe County,4997.71427815536,44519
56762,TN,Montgomery County,7061.71427815536,172331
56807,TN,Obion County,4781.71427815536,31807
56882,TN,Putnam County,5249.71427815536,72321
56897,TN,Rhea County,4877.71427815536,31809
56912,TN,Roane County,5765.71427815536,54181
56927,TN,Robertson County,9725.71427815536,66283
56942,TN,Rutherford County,9725.71427815536,262604
56987,TN,Sevier County,6293.71427815536,89889
57002,TN,Shelby County,7697.71427815536,927644
57047,TN,Sullivan County,5141.71427815536,156823
57062,TN,Sumner County,9725.71427815536,160645
57077,TN,Tipton County,7697.71427815536,61081
57152,TN,Warren County,4553.71427815536,39839
57167,TN,Washington County,5417.71427815536,122979
57197,TN,Weakley County,4637.71427815536,35021
57212,TN,White County,4565.71427815536,25841
57227,TN,Williamson County,9725.71427815536,183182
57242,TN,Wilson County,9725.71427815536,113993
57257,TX,Anderson County,6725.71427815536,58458
57287,TX,Angelina County,7253.71427815536,86771
57347,TX,Atascosa County,6533.71427815536,44911
57362,TX,Austin County,8297.71427815536,28417
57407,TX,Bastrop County,11825.7142781554,74171
57437,TX,Bee County,6941.71427815536,31861
57452,TX,Bell County,5909.71427815536,310235
57467,TX,Bexar County,8921.71427815536,1714773
57527,TX,Bowie County,6293.71427815536,92565
57542,TX,Brazoria County,10013.7142781554,313166
57557,TX,Brazos County,7997.71427815536,194851
57617,TX,Brown County,5969.71427815536,38106
57647,TX,Burnet County,7469.71427815536,42750
57662,TX,Caldwell County,11825.7142781554,38066
57707,TX,Cameron County,5549.71427815536,406220
57752,TX,Cass County,5141.71427815536,30464
57782,TX,Chambers County,9677.71427815536,35096
57797,TX,Cherokee County,5285.71427815536,50845
57887,TX,Collin County,10661.7142781554,782341
57932,TX,Comal County,8921.71427815536,108472
57977,TX,Cooke County,6605.71427815536,38437
57992,TX,Coryell County,5909.71427815536,75388
58097,TX,Dallas County,10661.7142781554,2368139
58157,TX,Denton County,10661.7142781554,662614
58262,TX,Ector County,9581.71427815536,137130
58307,TX,El Paso County,6929.71427815536,800647
58292,TX,Ellis County,10661.7142781554,149610
58322,TX,Erath County,6989.71427815536,37890
58352,TX,Fannin County,5525.71427815536,33915
58427,TX,Fort Bend County,9677.71427815536,585375
58502,TX,Galveston County,9677.71427815536,291309
58607,TX,Grayson County,7289.71427815536,120877
58622,TX,Gregg County,7985.71427815536,121730
58637,TX,Grimes County,5141.71427815536,26604
58652,TX,Guadalupe County,8921.71427815536,131533
58667,TX,Hale County,6017.71427815536,36273
58742,TX,Hardin County,7733.71427815536,54635
58757,TX,Harris County,9677.71427815536,4092459
58772,TX,Harrison County,6953.71427815536,65631
58817,TX,Hays County,11825.7142781554,157107
58847,TX,Henderson County,6485.71427815536,78532
58862,TX,Hidalgo County,5825.71427815536,774769
58877,TX,Hill County,5849.71427815536,35089
58907,TX,Hood County,8561.71427815536,51182
58922,TX,Hopkins County,5825.71427815536,35161
58952,TX,Howard County,7385.71427815536,35012
58982,TX,Hunt County,10661.7142781554,86129
59057,TX,Jasper County,5921.71427815536,35710
59087,TX,Jefferson County,7733.71427815536,252273
59117,TX,Jim Wells County,6305.71427815536,40838
59132,TX,Johnson County,9029.71427815536,150934
59177,TX,Kaufman County,10661.7142781554,103350
59192,TX,Kendall County,10601.7142781554,33410
59237,TX,Kerr County,7613.71427815536,49625
59297,TX,Kleberg County,6137.71427815536,32061
59327,TX,Lamar County,5993.71427815536,49793
59432,TX,Liberty County,9677.71427815536,75643
59522,TX,Lubbock County,7505.71427815536,278831
59657,TX,Matagorda County,6221.71427815536,36702
59672,TX,Maverick County,5345.71427815536,54258
59567,TX,McLennan County,6329.71427815536,234906
59687,TX,Medina County,6101.71427815536,46006
59717,TX,Midland County,11597.7142781554,136872
59792,TX,Montgomery County,9677.71427815536,455746
59852,TX,Nacogdoches County,7037.71427815536,64524
59867,TX,Navarro County,6341.71427815536,47735
59912,TX,Nueces County,9305.71427815536,340223
59957,TX,Orange County,7733.71427815536,81837
59972,TX,Palo Pinto County,6005.71427815536,28111
60002,TX,Parker County,9029.71427815536,116927
60047,TX,Polk County,5621.71427815536,45413
60062,TX,Potter County,6641.71427815536,121073
60107,TX,Randall County,6641.71427815536,120725
60227,TX,Rockwall County,10661.7142781554,78337
60257,TX,Rusk County,5981.71427815536,53330
60302,TX,San Jacinto County,5477.71427815536,26384
60317,TX,San Patricio County,9305.71427815536,64804
60392,TX,Shelby County,5141.71427815536,25448
60422,TX,Smith County,7757.71427815536,209714
60452,TX,Starr County,5345.71427815536,60968
60542,TX,Tarrant County,9029.71427815536,1809034
60557,TX,Taylor County,6245.71427815536,131506
60617,TX,Titus County,5597.71427815536,32334
60632,TX,Tom Green County,7577.71427815536,110224
60647,TX,Travis County,11825.7142781554,1024266
60692,TX,Upshur County,7985.71427815536,39309
60722,TX,Uvalde County,6125.71427815536,26405
60737,TX,Val Verde County,5321.71427815536,48879
60752,TX,Van Zandt County,5789.71427815536,52579
60767,TX,Victoria County,8201.71427815536,86793
60782,TX,Walker County,8009.71427815536,67861
60797,TX,Waller County,9677.71427815536,43205
60827,TX,Washington County,7721.71427815536,33718
60842,TX,Webb County,6905.71427815536,250304
60857,TX,Wharton County,6377.71427815536,41280
60887,TX,Wichita County,5981.71427815536,131500
60932,TX,Williamson County,11825.7142781554,422679
60947,TX,Wilson County,8921.71427815536,42918
60977,TX,Wise County,9077.71427815536,59127
60992,TX,Wood County,5981.71427815536,41964
61082,UT,Box Elder County,5321.71427815536,49975
61097,UT,Cache County,5561.71427815536,112656
61142,UT,Davis County,7349.71427815536,306479
61217,UT,Iron County,5969.71427815536,46163
61322,UT,Salt Lake County,9233.71427815536,1029655
61352,UT,Sanpete County,5129.71427815536,27822
61382,UT,Summit County,10517.7142781554,36324
61397,UT,Tooele County,7805.71427815536,58218
61412,UT,Uintah County,7097.71427815536,32588
61427,UT,Utah County,7805.71427815536,516564
61457,UT,Washington County,7397.71427815536,138115
61487,UT,Weber County,7349.71427815536,231236
65327,VA,Accomack County,6269.71427815536,33164
65342,VA,Albemarle County,12545.7142781554,98970
66752,VA,Alexandria city,16241.7142781554,139966
65387,VA,Amherst County,6437.71427815536,32353
65417,VA,Arlington County,16241.7142781554,207627
65432,VA,Augusta County,6725.71427815536,73750
65462,VA,Bedford County,6437.71427815536,68676
65492,VA,Botetourt County,6545.71427815536,33148
65552,VA,Campbell County,6437.71427815536,54842
65567,VA,Caroline County,9977.71427815536,28545
65582,VA,Carroll County,6125.71427815536,30042
66812,VA,Charlottesville city,12545.7142781554,43475
66827,VA,Chesapeake city,9893.71427815536,222209
65627,VA,Chesterfield County,9977.71427815536,316236
65672,VA,Culpeper County,8261.71427815536,46689
66872,VA,Danville city,5153.71427815536,43055
65717,VA,Dinwiddie County,9977.71427815536,28001
65747,VA,Fairfax County,16241.7142781554,1081726
65762,VA,Fauquier County,16241.7142781554,65203
65792,VA,Fluvanna County,12545.7142781554,25691
65807,VA,Franklin County,5141.71427815536,56159
65822,VA,Frederick County,7481.71427815536,78305
65852,VA,Gloucester County,9893.71427815536,36858
65927,VA,Halifax County,5141.71427815536,36241
66977,VA,Hampton city,9893.71427815536,137436
65942,VA,Hanover County,9977.71427815536,99863
66992,VA,Harrisonburg city,6929.71427815536,48914
65957,VA,Henrico County,9977.71427815536,306935
65972,VA,Henry County,5249.71427815536,54151
66002,VA,Isle of Wight County,9893.71427815536,35270
66017,VA,James City County,9893.71427815536,67009
66092,VA,Lee County,6125.71427815536,25587
66107,VA,Loudoun County,16241.7142781554,312311
66122,VA,Louisa County,9041.71427815536,33153
67037,VA,Lynchburg city,6437.71427815536,75568
67052,VA,Manassas city,16241.7142781554,37821
66182,VA,Mecklenburg County,5741.71427815536,32727
66212,VA,Montgomery County,7901.71427815536,94392
67097,VA,Newport News city,9893.71427815536,180719
67112,VA,Norfolk city,9893.71427815536,242803
66302,VA,Orange County,7757.71427815536,33481
67142,VA,Petersburg city,9977.71427815536,32420
66347,VA,Pittsylvania County,5153.71427815536,63506
67172,VA,Portsmouth city,9893.71427815536,95535
66362,VA,Powhatan County,9977.71427815536,28046
66392,VA,Prince George County,9977.71427815536,35725
66407,VA,Prince William County,16241.7142781554,402002
66422,VA,Pulaski County,6125.71427815536,34872
67202,VA,Richmond city,9977.71427815536,204214
66467,VA,Roanoke County,6545.71427815536,92376
67217,VA,Roanoke city,6545.71427815536,97032
66497,VA,Rockingham County,6929.71427815536,76314
66512,VA,Russell County,5765.71427815536,28897
66542,VA,Shenandoah County,6269.71427815536,41993
66557,VA,Smyth County,5429.71427815536,32208
66587,VA,Spotsylvania County,16241.7142781554,122397
66602,VA,Stafford County,16241.7142781554,128961
67262,VA,Suffolk city,9893.71427815536,84585
66647,VA,Tazewell County,5525.71427815536,45078
67277,VA,Virginia Beach city,9893.71427815536,437994
66662,VA,Warren County,7865.71427815536,37575
66677,VA,Washington County,5141.71427815536,54876
67322,VA,Winchester city,7481.71427815536,26203
66707,VA,Wise County,5237.71427815536,41452
66722,VA,Wythe County,5285.71427815536,29235
66737,VA,York County,9893.71427815536,65464
0,VT,Addison County,9089.71427815536,36821
0,VT,Bennington County,8357.71427815536,37125
0,VT,Caledonia County,7481.71427815536,31227
0,VT,Chittenden County,13217.7142781554,156515
0,VT,Orange County,7613.71427815536,28936
0,VT,Orleans County,6761.71427815536,27231
0,VT,Rutland County,8249.71427815536,61642
0,VT,Windsor County,8513.71427815536,56670
67367,WA,Benton County,8129.71427815536,175177
67382,WA,Chelan County,7697.71427815536,72453
67397,WA,Clallam County,7805.71427815536,71404
67412,WA,Clark County,13601.7142781554,425363
67442,WA,Cowlitz County,7373.71427815536,102410
67457,WA,Douglas County,7697.71427815536,38431
67487,WA,Franklin County,8129.71427815536,78163
67517,WA,Grant County,6497.71427815536,89120
67532,WA,Grays Harbor County,6497.71427815536,72797
67547,WA,Island County,9425.71427815536,78506
67562,WA,Jefferson County,7961.71427815536,29872
67577,WA,King County,17477.7142781554,1931249
67592,WA,Kitsap County,9941.71427815536,251133
67607,WA,Kittitas County,7409.71427815536,40915
67637,WA,Lewis County,7109.71427815536,75455
67667,WA,Mason County,8297.71427815536,60699
67682,WA,Okanogan County,6509.71427815536,41120
67727,WA,Pierce County,10385.7142781554,795225
67757,WA,Skagit County,8129.71427815536,116901
67787,WA,Snohomish County,17477.7142781554,713335
67802,WA,Spokane County,6821.71427815536,471221
67817,WA,Stevens County,5633.71427815536,43531
67832,WA,Thurston County,10049.7142781554,252264
67862,WA,Walla Walla County,7613.71427815536,58781
67877,WA,Whatcom County,8525.71427815536,201140
67892,WA,Whitman County,6821.71427815536,44776
67907,WA,Yakima County,6437.71427815536,243231
68777,WI,Barron County,5225.71427815536,45870
68807,WI,Brown County,6593.71427815536,248007
68852,WI,Calumet County,5969.71427815536,48971
68867,WI,Chippewa County,6137.71427815536,62415
68882,WI,Clark County,5429.71427815536,34690
68897,WI,Columbia County,6677.71427815536,56833
68927,WI,Dane County,9965.71427815536,488073
68942,WI,Dodge County,5981.71427815536,88759
68957,WI,Door County,6305.71427815536,27785
68972,WI,Douglas County,6833.71427815536,44159
68987,WI,Dunn County,5537.71427815536,43857
69002,WI,Eau Claire County,6137.71427815536,98736
69032,WI,Fond du Lac County,6053.71427815536,101633
69062,WI,Grant County,5465.71427815536,51208
69077,WI,Green County,5873.71427815536,36842
69152,WI,Jefferson County,6473.71427815536,83686
69167,WI,Juneau County,5285.71427815536,26664
69182,WI,Kenosha County,7061.71427815536,166426
69212,WI,La Crosse County,6281.71427815536,114638
69257,WI,Lincoln County,5465.71427815536,28743
69272,WI,Manitowoc County,5165.71427815536,81442
69287,WI,Marathon County,6053.71427815536,134063
69302,WI,Marinette County,5141.71427815536,41749
69347,WI,Milwaukee County,7829.71427815536,947735
69362,WI,Monroe County,6125.71427815536,44673
69377,WI,Oconto County,5657.71427815536,37660
69392,WI,Oneida County,6233.71427815536,35998
69407,WI,Outagamie County,5969.71427815536,176695
69422,WI,Ozaukee County,7829.71427815536,86395
69452,WI,Pierce County,9773.71427815536,41019
69467,WI,Polk County,5873.71427815536,44205
69482,WI,Portage County,5669.71427815536,70019
69512,WI,Racine County,6653.71427815536,195408
69542,WI,Rock County,6137.71427815536,160331
69587,WI,Sauk County,6497.71427815536,61976
69617,WI,Shawano County,5273.71427815536,41949
69632,WI,Sheboygan County,5933.71427815536,115507
69572,WI,St. Croix County,9773.71427815536,84345
69662,WI,Trempealeau County,5141.71427815536,28816
69677,WI,Vernon County,5165.71427815536,29773
69707,WI,Walworth County,6773.71427815536,102228
69737,WI,Washington County,7829.71427815536,131887
69752,WI,Waukesha County,7829.71427815536,389891
69767,WI,Waupaca County,5621.71427815536,52410
69797,WI,Winnebago County,6065.71427815536,166994
69812,WI,Wood County,5165.71427815536,74749
67937,WV,Berkeley County,8801.71427815536,104169
67997,WV,Cabell County,6101.71427815536,96319
68057,WV,Fayette County,4865.71427815536,46039
68102,WV,Greenbrier County,5981.71427815536,35480
68132,WV,Hancock County,5453.71427815536,30676
68162,WV,Harrison County,5873.71427815536,69099
68177,WV,Jackson County,5333.71427815536,29211
68192,WV,Jefferson County,8081.71427815536,53498
68207,WV,Kanawha County,6845.71427815536,193063
68252,WV,Logan County,4565.71427815536,36743
68282,WV,Marion County,5729.71427815536,56418
68297,WV,Marshall County,5417.71427815536,33107
68312,WV,Mason County,5261.71427815536,27324
68327,WV,Mercer County,4769.71427815536,62264
68342,WV,Mineral County,5909.71427815536,28212
68357,WV,Mingo County,4841.71427815536,26839
68372,WV,Monongalia County,6929.71427815536,96189
68417,WV,Nicholas County,4985.71427815536,26233
68432,WV,Ohio County,5417.71427815536,44443
68492,WV,Preston County,6929.71427815536,33520
68507,WV,Putnam County,6521.71427815536,55486
68522,WV,Raleigh County,6593.71427815536,78859
68537,WV,Randolph County,5465.71427815536,29405
68657,WV,Wayne County,6101.71427815536,42481
68717,WV,Wood County,6053.71427815536,86956
69827,WY,Albany County,6329.71427815536,36299
69857,WY,Campbell County,7937.71427815536,46133
69917,WY,Fremont County,6209.71427815536,40123
69977,WY,Laramie County,6545.71427815536,91738
70007,WY,Natrona County,7217.71427815536,75450
70037,WY,Park County,6209.71427815536,28205
70067,WY,Sheridan County,7181.71427815536,29116
70097,WY,Sweetwater County,7349.71427815536,43806
