,state,county,fips,expense.rent,pop,Percent 20-49,Percent Male 20-49,Median Age,overall pop,u18 pop,18-24 pop,male pop,female pop,force,ue%,CDBG_AMT,ESG_AMT,HOME_AMT,HOPWA_AMT,TOT_AMT,inc,% change
357,IL,Jefferson,17081,5297.71427815536,38827,,,,,,,,,16498.0,6.2,0.0,0.0,0.0,0.0,0.0,48057,10.1
358,IL,Kane,17089,11321.7142781554,515269,43.900000000000006,45.0,39.0,391.0,49.0,30.0,258.0,132.0,259900.0,5.9,1641583.0,136287.0,750553.0,0.0,2528423.0,62837,6.8
359,IL,Kankakee,17091,6881.71427815536,113449,42.5,44.3,39.3,,,,,,52515.0,6.5,0.0,0.0,0.0,0.0,0.0,53165,10
360,IL,Kendall,17093,10001.7142781554,114736,44.1,45.8,35.9,,,,,,69542.0,4.7,0.0,0.0,0.0,0.0,0.0,58848,5.7
361,IL,Knox,17095,5117.71427815536,52919,,,,,,,,,20453.0,6.6,0.0,0.0,0.0,0.0,0.0,47985,12.3
362,IL,La Salle,17099,5921.71427815536,113924,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
363,IL,Lake,17097,11321.7142781554,703462,43.1,44.2,38.8,862.0,276.0,70.0,422.0,434.0,365816.0,5.3,2882825.0,216362.0,1684900.0,0.0,4784087.0,89025,3.9
364,IL,Lee,17103,5693.71427815536,36031,,,,,,,,,16913.0,4.5,0.0,0.0,0.0,0.0,0.0,51124,10.4
365,IL,Livingston,17105,5261.71427815536,38950,,,,,,,,,15499.0,4.9,0.0,0.0,0.0,0.0,0.0,57213,14.6
366,IL,Logan,17107,5393.71427815536,30305,,,,,,,,,11820.0,4.8,0.0,0.0,0.0,0.0,0.0,47074,11.3
367,IL,Macon,17115,5645.71427815536,110768,40.7,40.49999999999999,41.5,93.0,12.0,3.0,66.0,26.0,46552.0,7.7,0.0,0.0,0.0,0.0,0.0,56548,9.1
368,IL,Macoupin,17117,5117.71427815536,47765,,,,,,,,,21984.0,4.5,0.0,0.0,0.0,0.0,0.0,49950,9.4
369,IL,Madison,17119,7349.71427815536,269282,43.1,43.8,40.5,96.0,28.0,2.0,50.0,46.0,130828.0,4.9,0.0,0.0,0.0,0.0,0.0,55538,7.1
370,IL,Marion,17121,5117.71427815536,39437,,,,,,,,,16810.0,5.8,0.0,0.0,0.0,0.0,0.0,50107,10.4
371,IL,McDonough,17109,5597.71427815536,32612,,,,,,,,,12693.0,4.9,0.0,0.0,0.0,0.0,0.0,48261,9.8
372,IL,McHenry,17111,11321.7142781554,308760,42.4,43.7,40.6,92.0,13.0,10.0,53.0,38.0,163096.0,4.7,0.0,0.0,0.0,0.0,0.0,64119,5.3
374,IL,McLean,17113,6557.71427815536,169572,48.2,48.5,33.9,241.0,41.0,38.0,139.0,98.0,85656.0,4.6,0.0,0.0,0.0,0.0,0.0,58503,10.1
375,IL,Monroe,17133,7349.71427815536,32957,,,,,,,,,18465.0,3.1,0.0,0.0,0.0,0.0,0.0,65224,4.1
376,IL,Montgomery,17135,5477.71427815536,30104,,,,,,,,,11279.0,5.4,0.0,0.0,0.0,0.0,0.0,43358,10.8
377,IL,Morgan,17137,5357.71427815536,35547,,,,,,,,,15739.0,5.0,0.0,0.0,0.0,0.0,0.0,49678,9.7
378,IL,Ogle,17141,5741.71427815536,53497,,,,,,,,,23645.0,5.8,0.0,0.0,0.0,0.0,0.0,53050,6.5
379,IL,Peoria,17143,6341.71427815536,186494,42.9,42.7,38.6,337.0,53.0,16.0,205.0,131.0,82725.0,7.2,1715087.0,139601.0,715855.0,0.0,2570543.0,57439,8.2
380,IL,Randolph,17157,5813.71427815536,33476,,,,,,,,,13674.0,4.3,0.0,0.0,0.0,0.0,0.0,46251,9.9
381,IL,Rock Island,17161,6569.71427815536,147546,41.1,41.6,41.1,280.0,25.0,49.0,159.0,121.0,67709.0,5.6,0.0,0.0,0.0,0.0,0.0,51429,8.7
382,IL,Sangamon,17167,6677.71427815536,197465,43.1,42.7,40.8,264.0,50.0,33.0,152.0,109.0,97844.0,5.5,0.0,0.0,0.0,0.0,0.0,57206,7.3
383,IL,St. Clair,17163,7349.71427815536,270056,43.7,44.6,40.1,,,,,,123792.0,6.1,0.0,0.0,0.0,0.0,0.0,54185,8.4
384,IL,Stephenson,17177,5117.71427815536,47711,,,,,,,,,20851.0,5.5,0.0,0.0,0.0,0.0,0.0,50815,8.2
385,IL,Tazewell,17179,6341.71427815536,135394,41.6,43.3,41.7,,,,,,61358.0,5.0,0.0,0.0,0.0,0.0,0.0,54768,7.5
386,IL,Vermilion,17183,5525.71427815536,81625,41.6,43.49999999999999,41.0,,,,,,31753.0,6.5,0.0,0.0,0.0,0.0,0.0,49265,12.3
387,IL,Whiteside,17195,5873.71427815536,58498,,,,,,,,,27339.0,4.8,0.0,0.0,0.0,0.0,0.0,,
388,IL,Will,17197,11321.7142781554,677560,44.8,45.4,39.0,219.0,46.0,14.0,126.0,93.0,354842.0,5.7,2090783.0,141915.0,1284391.0,0.0,3517089.0,,
389,IL,Williamson,17199,5141.71427815536,66357,43.6,46.3,41.7,,,,,,31145.0,5.5,0.0,0.0,0.0,0.0,0.0,,
390,IL,Winnebago,17201,6053.71427815536,295266,42.4,43.0,39.3,406.0,98.0,42.0,216.0,190.0,133417.0,8.4,2130539.0,178770.0,992417.0,0.0,3301726.0,,
391,IL,Woodford,17203,6341.71427815536,38664,,,,,,,,,18001.0,4.0,0.0,0.0,0.0,0.0,0.0,,
392,IN,Adams,18001,5777.71427815536,34387,,,,,,,,,16691.0,2.2,0.0,0.0,0.0,0.0,0.0,47209,7
393,IN,Allen,18003,6173.71427815536,355329,46.6,46.8,36.2,,,,,,184097.0,3.7,1958440.0,166262.0,1096554.0,0.0,3221256.0,54681,6.8
394,IN,Bartholomew,18005,7397.71427815536,76794,48.2,48.2,37.0,,,,,,42821.0,2.9,0.0,0.0,0.0,0.0,0.0,61136,6.3
395,IN,Boone,18011,7805.71427815536,56640,43.6,44.3,39.2,,,,,,36964.0,2.1,0.0,0.0,0.0,0.0,0.0,84985,3.2
396,IN,Cass,18017,5033.71427815536,38966,,,,,,,,,17216.0,3.6,0.0,0.0,0.0,0.0,0.0,47854,9.5
397,IN,Clark,18019,7049.71427815536,110232,47.1,47.8,39.1,,,,,,61556.0,3.2,0.0,0.0,0.0,0.0,0.0,51887,6.7
398,IN,Clay,18021,6437.71427815536,26890,,,,,,,,,11473.0,3.6,0.0,0.0,0.0,0.0,0.0,44878,9.1
399,IN,Clinton,18023,5333.71427815536,33224,,,,,,,,,16723.0,2.8,0.0,0.0,0.0,0.0,0.0,45305,8.2
400,IN,Daviess,18027,5033.71427815536,31648,,,,,,,,,16405.0,2.3,0.0,0.0,0.0,0.0,0.0,53008,11.5
401,IN,Dearborn,18029,6833.71427815536,50047,,,,,,,,,25257.0,3.0,0.0,0.0,0.0,0.0,0.0,55782,5.7
402,IN,Decatur,18031,6005.71427815536,25740,,,,,,,,,14786.0,2.8,0.0,0.0,0.0,0.0,0.0,53393,8.7
403,IN,Delaware,18035,5501.71427815536,117671,46.1,46.7,35.2,,,,,,51868.0,3.9,0.0,0.0,0.0,0.0,0.0,,
404,IN,Dubois,18037,5153.71427815536,41889,,,,,,,,,22020.0,2.4,0.0,0.0,0.0,0.0,0.0,,
405,IN,Elkhart,18039,6221.71427815536,197559,44.1,45.6,36.0,,,,,,115907.0,2.5,0.0,0.0,0.0,0.0,0.0,,
406,IN,Floyd,18043,7049.71427815536,74578,45.400000000000006,45.6,39.5,,,,,,41370.0,2.8,0.0,0.0,0.0,0.0,0.0,,
407,IN,Gibson,18051,5921.71427815536,33503,,,,,,,,,19133.0,2.5,0.0,0.0,0.0,0.0,0.0,,
408,IN,Grant,18053,5489.71427815536,70061,43.2,40.8,40.5,,,,,,31094.0,3.7,0.0,0.0,0.0,0.0,0.0,,
409,IN,Greene,18055,5597.71427815536,33165,,,,,,,,,13423.0,3.4,0.0,0.0,0.0,0.0,0.0,,
410,IN,Hamilton,18057,7805.71427815536,274569,44.9,45.7,37.5,,,,,,188744.0,2.2,0.0,0.0,0.0,0.0,0.0,,
411,IN,Hancock,18059,7805.71427815536,70002,42.6,40.99999999999999,40.3,,,,,,41318.0,2.6,0.0,0.0,0.0,0.0,0.0,,
412,IN,Harrison,18061,7049.71427815536,39364,,,,,,,,,20019.0,2.7,0.0,0.0,0.0,0.0,0.0,,
413,IN,Hendricks,18063,7805.71427815536,145448,46.0,47.7,38.9,,,,,,91963.0,2.5,0.0,0.0,0.0,0.0,0.0,,
414,IN,Henry,18065,5429.71427815536,49462,,,,,,,,,21673.0,3.2,0.0,0.0,0.0,0.0,0.0,,
415,IN,Howard,18067,5465.71427815536,82752,42.00000000000001,43.2,41.5,,,,,,34727.0,6.2,0.0,0.0,0.0,0.0,0.0,,
416,IN,Huntington,18069,5477.71427815536,37124,,,,,,,,,18004.0,3.0,0.0,0.0,0.0,0.0,0.0,,
417,IN,Jackson,18071,6017.71427815536,42376,,,,,,,,,23214.0,3.0,0.0,0.0,0.0,0.0,0.0,,
418,IN,Jasper,18073,6437.71427815536,33478,,,,,,,,,15355.0,3.5,0.0,0.0,0.0,0.0,0.0,,
419,IN,Jefferson,18077,5561.71427815536,32428,,,,,,,,,14891.0,3.1,0.0,0.0,0.0,0.0,0.0,50240,8.3
420,IN,Jennings,18079,5369.71427815536,28525,,,,,,,,,13342.0,3.7,0.0,0.0,0.0,0.0,0.0,,
421,IN,Johnson,18081,7805.71427815536,139654,46.3,47.0,38.5,,,,,,84093.0,2.6,0.0,0.0,0.0,0.0,0.0,,
422,IN,Knox,18083,5321.71427815536,38440,,,,,,,,,18090.0,2.8,0.0,0.0,0.0,0.0,0.0,,
423,IN,Kosciusko,18085,6113.71427815536,77358,44.7,43.7,38.5,,,,,,40499.0,2.7,0.0,0.0,0.0,0.0,0.0,,
424,IN,Lake,18089,7805.71427815536,496005,43.5,43.9,39.6,,,,,,222818.0,6.1,5423960.0,448820.0,1107795.0,0.0,6980575.0,,
425,IN,Lawrence,18093,5273.71427815536,46134,,,,,,,,,20729.0,3.5,0.0,0.0,0.0,0.0,0.0,51611,9.6
426,IN,Madison,18095,6113.71427815536,131636,43.7,46.1,41.2,,,,,,58663.0,4.1,0.0,0.0,0.0,0.0,0.0,,
427,IN,Marion,18097,7805.71427815536,903393,50.8,51.00000000000001,34.5,5449.0,1012.0,335.0,3214.0,2207.0,497073.0,4.4,9193590.0,743746.0,4283672.0,1253901.0,15474909.0,,
428,IN,Marshall,18099,5357.71427815536,47051,,,,,,,,,22445.0,2.7,0.0,0.0,0.0,0.0,0.0,,
429,IN,Miami,18103,6005.71427815536,36903,,,,,,,,,14721.0,4.4,0.0,0.0,0.0,0.0,0.0,,
430,IN,Monroe,18105,7625.71427815536,137974,51.6,53.50000000000001,30.2,,,,,,69181.0,2.9,0.0,0.0,0.0,0.0,0.0,53118,9.5
431,IN,Montgomery,18107,5345.71427815536,38124,,,,,,,,,18414.0,2.6,0.0,0.0,0.0,0.0,0.0,88671,6.4
432,IN,Morgan,18109,7805.71427815536,68894,40.1,39.9,42.4,,,,,,36205.0,2.9,0.0,0.0,0.0,0.0,0.0,,
433,IN,Noble,18113,5693.71427815536,47536,,,,,,,,,21988.0,3.3,0.0,0.0,0.0,0.0,0.0,,
434,IN,Porter,18127,7805.71427815536,164343,45.3,46.400000000000006,40.9,,,,,,83182.0,3.9,0.0,0.0,0.0,0.0,0.0,,
435,IN,Posey,18129,6137.71427815536,25910,,,,,,,,,12821.0,2.6,0.0,0.0,0.0,0.0,0.0,,
436,IN,Putnam,18133,5585.71427815536,37963,,,,,,,,,16353.0,3.1,0.0,0.0,0.0,0.0,0.0,,
437,IN,Randolph,18135,5453.71427815536,26171,,,,,,,,,11874.0,2.9,0.0,0.0,0.0,0.0,0.0,,
438,IN,Ripley,18137,5405.71427815536,28818,,,,,,,,,13534.0,2.8,0.0,0.0,0.0,0.0,0.0,,
439,IN,Shelby,18145,7805.71427815536,44436,,,,,,,,,23037.0,3.0,0.0,0.0,0.0,0.0,0.0,,
440,IN,St. Joseph,18141,6617.71427815536,266931,45.2,45.6,37.6,,,,,,130947.0,4.2,0.0,0.0,0.0,0.0,0.0,,
441,IN,Steuben,18151,5537.71427815536,34185,,,,,,,,,19886.0,2.5,0.0,0.0,0.0,0.0,0.0,,
442,IN,Tippecanoe,18157,7277.71427815536,172780,53.2,56.6,28.9,,,,,,93208.0,3.3,0.0,0.0,0.0,0.0,0.0,,
443,IN,Vanderburgh,18163,6137.71427815536,179703,45.6,46.0,38.4,,,,,,91401.0,3.6,2625817.0,217217.0,738503.0,0.0,3581537.0,,
444,IN,Vigo,18167,6437.71427815536,107848,46.99999999999999,47.8,36.5,,,,,,45481.0,4.3,0.0,0.0,0.0,0.0,0.0,,
445,IN,Wabash,18169,5141.71427815536,32888,,,,,,,,,14406.0,2.9,0.0,0.0,0.0,0.0,0.0,,
446,IN,Warrick,18173,6137.71427815536,59689,,,,,,,,,31859.0,2.6,0.0,0.0,0.0,0.0,0.0,,
447,IN,Washington,18175,5285.71427815536,28262,,,,,,,,,13510.0,3.1,0.0,0.0,0.0,0.0,0.0,,
448,IN,Wayne,18177,5081.71427815536,68917,41.0,42.3,41.7,,,,,,29433.0,3.6,0.0,0.0,0.0,0.0,0.0,,
449,IN,Wells,18179,6173.71427815536,27636,,,,,,,,,13851.0,2.6,0.0,0.0,0.0,0.0,0.0,,
450,IN,Whitley,18183,6173.71427815536,33292,,,,,,,,,17253.0,2.7,0.0,0.0,0.0,0.0,0.0,,
451,KS,Barton,20009,4889.71427815536,27674,,,,,,,,,13371.0,2.9,0.0,0.0,0.0,0.0,0.0,53532,4.5
452,KS,Butler,20015,5969.71427815536,65880,42.3,44.5,37.8,,,,,,32456.0,3.5,0.0,0.0,0.0,0.0,0.0,51643,4.1
453,KS,Cowley,20035,4889.71427815536,36311,,,,,,,,,16678.0,3.4,0.0,0.0,0.0,0.0,0.0,44888,7.8
454,KS,Crawford,20037,5177.71427815536,39134,,,,,,,,,18935.0,3.2,0.0,0.0,0.0,0.0,0.0,45046,9.3
455,KS,Douglas,20045,7265.71427815536,110826,54.39999999999999,54.8,32.3,929.0,147.0,64.0,472.0,445.0,64611.0,3.1,0.0,0.0,0.0,0.0,0.0,51703,5.7
456,KS,Ellis,20051,5117.71427815536,28452,,,,,,,,,17158.0,1.9,0.0,0.0,0.0,0.0,0.0,53348,7.5
457,KS,Finney,20055,5897.71427815536,36776,,,,,,,,,20305.0,2.1,0.0,0.0,0.0,0.0,0.0,47523,8.2
458,KS,Ford,20057,5477.71427815536,33848,,,,,,,,,17686.0,2.1,0.0,0.0,0.0,0.0,0.0,47052,13.2
459,KS,Franklin,20059,5801.71427815536,25992,,,,,,,,,14521.0,3.1,0.0,0.0,0.0,0.0,0.0,49652,6.4
460,KS,Geary,20061,7517.71427815536,34362,,,,,,,,,11402.0,4.3,0.0,0.0,0.0,0.0,0.0,52135,5
461,KS,Harvey,20079,5969.71427815536,34684,,,,,,,,,16918.0,2.9,0.0,0.0,0.0,0.0,0.0,49642,7.2
462,KS,Johnson,20091,8225.71427815536,544179,46.8,47.9,38.4,212.0,61.0,21.0,112.0,96.0,343991.0,2.7,0.0,0.0,0.0,0.0,0.0,84535,2.9
463,KS,Leavenworth,20103,8225.71427815536,76227,44.9,46.1,37.5,,,,,,36842.0,3.3,0.0,0.0,0.0,0.0,0.0,49330,5.2
464,KS,Lyon,20111,4889.71427815536,33690,,,,,,,,,16921.0,2.8,0.0,0.0,0.0,0.0,0.0,46177,10.7
465,KS,McPherson,20113,5369.71427815536,29180,,,,,,,,,17164.0,2.1,0.0,0.0,0.0,0.0,0.0,57951,5.8
466,KS,Miami,20121,8225.71427815536,32787,,,,,,,,,17750.0,2.9,0.0,0.0,0.0,0.0,0.0,56719,6.7
467,KS,Montgomery,20125,4889.71427815536,35471,,,,,,,,,14715.0,3.9,0.0,0.0,0.0,0.0,0.0,43689,8.6
468,KS,Reno,20155,5405.71427815536,64511,,,,,,,,,29772.0,3.2,0.0,0.0,0.0,0.0,0.0,47918,7.9
469,KS,Riley,20161,7517.71427815536,71115,62.89999999999999,67.4,26.3,,,,,,33731.0,2.8,0.0,0.0,0.0,0.0,0.0,47764,5.8
470,KS,Saline,20169,5813.71427815536,55606,,,,,,,,,29373.0,3.0,0.0,0.0,0.0,0.0,0.0,56258,3.8
471,KS,Sedgwick,20173,5969.71427815536,498365,46.2,46.8,35.9,690.0,110.0,47.0,469.0,216.0,255086.0,4.6,2806389.0,230074.0,1498828.0,0.0,4535291.0,57713,3.5
472,KS,Shawnee,20177,5909.71427815536,177934,44.0,45.6,38.4,1294.0,187.0,83.0,706.0,576.0,91236.0,3.1,1828435.0,147220.0,601656.0,0.0,2577311.0,54066,7.4
473,KS,Wyandotte,20209,8225.71427815536,157505,46.50000000000001,46.5,34.7,,,,,,77532.0,4.7,2237090.0,181922.0,846746.0,0.0,3265758.0,,
474,KY,Barren,21009,5081.71427815536,42173,,,,,,,,,18032.0,5.3,0.0,0.0,0.0,0.0,0.0,43678,7.8
475,KY,Bell,21013,4925.71427815536,28691,,,,,,,,,8225.0,5.7,0.0,0.0,0.0,0.0,0.0,41763,15.8
476,KY,Boone,21015,6833.71427815536,118811,44.8,45.2,37.9,,,,,,71482.0,3.8,0.0,0.0,0.0,0.0,0.0,56759,6.4
477,KY,Boyd,21019,6101.71427815536,49542,,,,,,,,,17284.0,6.2,0.0,0.0,0.0,0.0,0.0,46039,9.5
478,KY,Boyle,21021,5345.71427815536,28432,,,,,,,,,12657.0,5.0,0.0,0.0,0.0,0.0,0.0,46181,8.5
479,KY,Bullitt,21029,7049.71427815536,74319,44.2,45.2,41.5,,,,,,42784.0,4.6,0.0,0.0,0.0,0.0,0.0,50169,7.6
480,KY,Calloway,21035,4949.71427815536,37191,,,,,,,,,17608.0,4.5,0.0,0.0,0.0,0.0,0.0,44116,9.1
481,KY,Campbell,21037,6833.71427815536,90336,47.3,48.4,38.5,,,,,,50276.0,4.0,0.0,0.0,0.0,0.0,0.0,58701,6.8
482,KY,Carter,21043,4397.71427815536,27720,,,,,,,,,9695.0,7.8,0.0,0.0,0.0,0.0,0.0,39323,13.5
483,KY,Christian,21047,7061.71427815536,73955,52.6,57.0,28.7,,,,,,24795.0,5.8,0.0,0.0,0.0,0.0,0.0,45643,9.6
484,KY,Clark,21049,7097.71427815536,35613,,,,,,,,,17054.0,4.4,0.0,0.0,0.0,0.0,0.0,47411,8.4
485,KY,Daviess,21059,5645.71427815536,96656,42.7,44.89999999999999,39.3,,,,,,46297.0,4.3,0.0,0.0,0.0,0.0,0.0,50079,8.6
486,KY,Fayette,21067,7097.71427815536,295803,51.5,52.8,35.3,715.0,76.0,32.0,471.0,239.0,173189.0,3.9,2303582.0,187372.0,1314292.0,0.0,3805246.0,59987,6.8
487,KY,Floyd,21071,4877.71427815536,39451,,,,,,,,,10797.0,7.1,0.0,0.0,0.0,0.0,0.0,44198,9.1
488,KY,Franklin,21073,6377.71427815536,49285,,,,2189.0,363.0,162.0,1262.0,921.0,25190.0,4.4,0.0,0.0,0.0,0.0,0.0,49985,8.2
489,KY,Graves,21083,4397.71427815536,37121,,,,,,,,,15892.0,4.4,0.0,0.0,0.0,0.0,0.0,47933,8.6
490,KY,Grayson,21085,5261.71427815536,25746,,,,,,,,,10512.0,5.6,0.0,0.0,0.0,0.0,0.0,42043,12.2
491,KY,Greenup,21089,6101.71427815536,36910,,,,,,,,,13020.0,6.8,0.0,0.0,0.0,0.0,0.0,47675,8.8
492,KY,Hardin,21093,5741.71427815536,105543,46.2,48.6,37.8,,,,,,47078.0,4.7,0.0,0.0,0.0,0.0,0.0,51525,7.8
493,KY,Harlan,21095,4817.71427815536,29278,,,,,,,,,6466.0,8.6,0.0,0.0,0.0,0.0,0.0,39123,12.8
494,KY,Henderson,21101,6137.71427815536,46250,,,,,,,,,20775.0,4.5,0.0,0.0,0.0,0.0,0.0,49580,9.9
495,KY,Hopkins,21107,4493.71427815536,46920,,,,,,,,,18031.0,5.1,0.0,0.0,0.0,0.0,0.0,46673,6.1
496,KY,Jefferson,21111,7049.71427815536,741096,46.8,47.7,38.5,1080.0,169.0,85.0,676.0,395.0,394151.0,4.8,11205618.0,922491.0,3187560.0,757786.0,16073455.0,61474,7.4
497,KY,Jessamine,21113,7097.71427815536,48586,,,,,,,,,26219.0,4.0,0.0,0.0,0.0,0.0,0.0,55040,7
498,KY,Kenton,21117,6833.71427815536,159720,46.7,47.1,38.2,,,,,,87115.0,4.2,0.0,0.0,0.0,0.0,0.0,67808,8
499,KY,Knox,21121,5069.71427815536,31883,,,,,,,,,10049.0,6.2,0.0,0.0,0.0,0.0,0.0,39901,15
500,KY,Laurel,21125,5309.71427815536,58849,,,,,,,,,25250.0,4.5,0.0,0.0,0.0,0.0,0.0,41037,11.2
501,KY,Logan,21141,4961.71427815536,26835,,,,,,,,,12296.0,3.8,0.0,0.0,0.0,0.0,0.0,45732,8.9
502,KY,Madison,21151,5057.71427815536,82916,47.9,48.6,33.9,,,,,,46664.0,4.1,0.0,0.0,0.0,0.0,0.0,42808,8.9
503,KY,Marshall,21157,5969.71427815536,31448,,,,,,,,,14446.0,4.7,0.0,0.0,0.0,0.0,0.0,48292,8.4
504,KY,McCracken,21145,5405.71427815536,65565,40.6,41.1,42.7,,,,,,29655.0,5.0,0.0,0.0,0.0,0.0,0.0,56089,9.8
505,KY,Meade,21163,5477.71427815536,28602,,,,,,,,,11679.0,5.3,0.0,0.0,0.0,0.0,0.0,46893,8
506,KY,Montgomery,21173,5129.71427815536,26499,,,,,,,,,11543.0,5.3,0.0,0.0,0.0,0.0,0.0,42710,10
507,KY,Muhlenberg,21177,4757.71427815536,31499,,,,,,,,,9822.0,6.6,0.0,0.0,0.0,0.0,0.0,40634,6.6
508,KY,Nelson,21179,5129.71427815536,43437,,,,,,,,,23223.0,4.3,0.0,0.0,0.0,0.0,0.0,51367,8.6
509,KY,Oldham,21185,7049.71427815536,60316,43.1,45.5,40.7,,,,,,33100.0,3.6,0.0,0.0,0.0,0.0,0.0,,
510,KY,Perry,21193,4661.71427815536,28712,,,,,,,,,7994.0,6.3,0.0,0.0,0.0,0.0,0.0,,
511,KY,Pike,21195,4997.71427815536,65024,,,,,,,,,19105.0,6.4,0.0,0.0,0.0,0.0,0.0,,
512,KY,Pulaski,21199,4625.71427815536,63063,40.4,43.1,40.9,,,,,,25971.0,4.9,0.0,0.0,0.0,0.0,0.0,,
513,KY,Scott,21209,7097.71427815536,47173,,,,,,,,,29876.0,3.7,0.0,0.0,0.0,0.0,0.0,,
514,KY,Shelby,21211,6209.71427815536,42074,,,,,,,,,25837.0,3.8,0.0,0.0,0.0,0.0,0.0,,
515,KY,Warren,21227,6173.71427815536,113792,49.2,51.8,32.4,,,,,,64517.0,4.3,0.0,0.0,0.0,0.0,0.0,,
516,KY,Whitley,21235,5153.71427815536,35637,,,,,,,,,14007.0,5.0,0.0,0.0,0.0,0.0,0.0,,
517,LA,Acadia,22001,4613.71427815536,61773,,,,,,,,,23518.0,4.9,0.0,0.0,0.0,0.0,0.0,45805,10.2
518,LA,Allen,22003,5069.71427815536,25764,,,,,,,,,8137.0,5.5,0.0,0.0,0.0,0.0,0.0,42949,6.7
519,LA,Ascension,22005,8981.71427815536,107215,47.7,46.8,35.8,,,,,,64756.0,4.2,0.0,0.0,0.0,0.0,0.0,58566,5.1
520,LA,Avoyelles,22009,5033.71427815536,42073,,,,,,,,,14753.0,5.2,0.0,0.0,0.0,0.0,0.0,45777,9.6
521,LA,Beauregard,22011,5465.71427815536,35654,,,,,,,,,14628.0,4.1,0.0,0.0,0.0,0.0,0.0,50015,7.4
522,LA,Bossier,22015,7409.71427815536,116979,47.1,49.3,36.0,,,,,,57066.0,3.9,0.0,0.0,0.0,0.0,0.0,51970,7.8
523,LA,Caddo,22017,7409.71427815536,254969,43.8,44.7,40.4,255.0,30.0,12.0,177.0,77.0,101475.0,6.2,1808647.0,148890.0,913592.0,0.0,2871129.0,57420,7.3
524,LA,Calcasieu,22019,6725.71427815536,192768,45.2,46.1,37.5,,,,,,95934.0,5.6,0.0,0.0,0.0,0.0,0.0,50775,2.6
525,LA,De Soto,22031,7409.71427815536,26656,,,,,,,,,10738.0,4.8,0.0,0.0,0.0,0.0,0.0,51447,6.2
526,LA,East Baton Rouge,22033,8981.71427815536,440171,49.3,50.3,34.7,4731.0,1766.0,50.0,2470.0,2249.0,227407.0,5.3,3145425.0,256333.0,1457679.0,2577040.0,7436477.0,59352,8
527,LA,Evangeline,22039,4793.71427815536,33984,,,,,,,,,11985.0,5.4,0.0,0.0,0.0,0.0,0.0,42109,13.9
528,LA,Iberia,22045,5921.71427815536,73240,40.4,42.1,38.7,,,,,,27669.0,6.9,0.0,0.0,0.0,0.0,0.0,47594,8.1
529,LA,Iberville,22047,6749.71427815536,33387,,,,,,,,,13659.0,7.2,0.0,0.0,0.0,0.0,0.0,52930,8.5
530,LA,Jefferson,22051,8921.71427815536,432552,44.0,45.2,40.2,,,,,,208446.0,6.0,2579006.0,217656.0,1572130.0,0.0,4368792.0,58284,7.4
531,LA,Jefferson Davis,22053,5513.71427815536,31594,,,,,,,,,12658.0,4.7,0.0,0.0,0.0,0.0,0.0,46922,6.8
532,LA,Lafayette,22055,7553.71427815536,221578,48.5,49.900000000000006,36.3,351.0,100.0,21.0,196.0,152.0,115123.0,4.5,0.0,0.0,0.0,0.0,0.0,57674,8.1
533,LA,Lafourche,22057,6821.71427815536,96318,43.7,44.1,39.6,,,,,,40657.0,4.6,0.0,0.0,0.0,0.0,0.0,49614,2.9
534,LA,Lincoln,22061,6197.71427815536,46735,,,,,,,,,21118.0,4.3,0.0,0.0,0.0,0.0,0.0,45588,6.2
535,LA,Livingston,22063,8981.71427815536,128026,47.1,46.7,36.5,,,,,,69221.0,3.8,0.0,0.0,0.0,0.0,0.0,48854,5.2
536,LA,Morehouse,22067,5513.71427815536,27979,,,,,,,,,9942.0,7.3,0.0,0.0,0.0,0.0,0.0,44860,11.8
537,LA,Natchitoches,22069,5369.71427815536,39566,,,,,,,,,16341.0,4.7,0.0,0.0,0.0,0.0,0.0,46579,5.3
538,LA,Orleans,22071,8921.71427815536,343829,49.7,49.7,38.3,1214.0,75.0,103.0,879.0,322.0,177776.0,8.3,12434552.0,1012117.0,2741764.0,3891572.0,20080005.0,62249,7.1
539,LA,Ouachita,22073,5741.71427815536,153720,45.7,45.3,36.8,136.0,45.0,7.0,77.0,59.0,69404.0,5.0,0.0,0.0,0.0,0.0,0.0,46804,9.1
540,LA,Rapides,22079,6269.71427815536,131613,43.1,45.00000000000001,38.8,75.0,20.0,8.0,41.0,32.0,55425.0,4.0,0.0,0.0,0.0,0.0,0.0,54153,9.7
541,LA,St. Bernard,22087,8921.71427815536,35897,,,,,,,,,19908.0,6.8,0.0,0.0,0.0,0.0,0.0,42310,9
542,LA,St. Charles,22089,8921.71427815536,52780,,,,,,,,,24370.0,5.0,0.0,0.0,0.0,0.0,0.0,56921,6.9
543,LA,St. John the Baptist,22095,8921.71427815536,45924,,,,,,,,,19155.0,8.5,0.0,0.0,0.0,0.0,0.0,49045,8.2
544,LA,St. Landry,22097,4973.71427815536,83384,41.1,40.1,37.9,,,,,,32024.0,6.3,0.0,0.0,0.0,0.0,0.0,49358,9.3
545,LA,St. Martin,22099,7553.71427815536,52160,,,,,,,,,21901.0,5.6,0.0,0.0,0.0,0.0,0.0,46248,8
546,LA,St. Mary,22101,5993.71427815536,54650,,,,,,,,,19192.0,6.7,0.0,0.0,0.0,0.0,0.0,49034,10.9
